1,1,1,6,34760
1,1,2,8,44057
1,1,3,7,49859
1,1,4,11,61079
1,1,5,11,76022
1,1,6,14,78891
1,1,7,22,72974
1,1,8,56,86417
1,1,9,114,103294
1,1,10,243,116223
1,1,11,356,99313
1,1,12,496,83586
1,1,13,677,85166
1,1,14,588,57197
1,1,15,498,35981
1,1,16,395,25232
1,1,17,220,15393
1,1,18,139,15681
1,1,19,0,0
2,1,1,1,31078
2,1,2,1,38333
2,1,3,8,42276
2,1,4,0,51228
2,1,5,13,67554
2,1,6,20,75008
2,1,7,41,68846
2,1,8,75,79937
2,1,9,142,97259
2,1,10,297,114830
2,1,11,307,99953
2,1,12,326,82824
2,1,13,471,87678
2,1,14,346,59769
2,1,15,308,34214
2,1,16,229,23649
2,1,17,199,18047
2,1,18,109,20045
2,1,19,0,0
1,2,1,6,34760
1,2,2,8,44057
1,2,3,7,49859
1,2,4,11,61079
1,2,5,10,76022
1,2,6,13,78891
1,2,7,22,72974
1,2,8,55,86417
1,2,9,114,103294
1,2,10,243,116223
1,2,11,356,99313
1,2,12,494,83586
1,2,13,675,85166
1,2,14,584,57197
1,2,15,495,35981
1,2,16,394,25232
1,2,17,217,15393
1,2,18,139,15681
1,2,19,0,0
2,2,1,1,31078
2,2,2,1,38333
2,2,3,8,42276
2,2,4,0,51228
2,2,5,12,67554
2,2,6,20,75008
2,2,7,41,68846
2,2,8,75,79937
2,2,9,142,97259
2,2,10,297,114830
2,2,11,305,99953
2,2,12,326,82824
2,2,13,468,87678
2,2,14,344,59769
2,2,15,307,34214
2,2,16,229,23649
2,2,17,198,18047
2,2,18,108,20045
2,2,19,0,0
1,3,1,0,34760
1,3,2,0,44057
1,3,3,0,49859
1,3,4,0,61079
1,3,5,0,76022
1,3,6,0,78891
1,3,7,0,72974
1,3,8,0,86417
1,3,9,0,103294
1,3,10,0,116223
1,3,11,1,99313
1,3,12,0,83586
1,3,13,0,85166
1,3,14,0,57197
1,3,15,0,35981
1,3,16,0,25232
1,3,17,0,15393
1,3,18,0,15681
1,3,19,0,0
2,3,1,0,31078
2,3,2,0,38333
2,3,3,0,42276
2,3,4,0,51228
2,3,5,0,67554
2,3,6,0,75008
2,3,7,0,68846
2,3,8,0,79937
2,3,9,0,97259
2,3,10,0,114830
2,3,11,0,99953
2,3,12,1,82824
2,3,13,0,87678
2,3,14,0,59769
2,3,15,2,34214
2,3,16,0,23649
2,3,17,0,18047
2,3,18,0,20045
2,3,19,0,0
1,4,1,0,34760
1,4,2,0,44057
1,4,3,0,49859
1,4,4,0,61079
1,4,5,0,76022
1,4,6,0,78891
1,4,7,0,72974
1,4,8,0,86417
1,4,9,0,103294
1,4,10,0,116223
1,4,11,0,99313
1,4,12,0,83586
1,4,13,0,85166
1,4,14,0,57197
1,4,15,0,35981
1,4,16,0,25232
1,4,17,0,15393
1,4,18,0,15681
1,4,19,0,0
2,4,1,0,31078
2,4,2,0,38333
2,4,3,0,42276
2,4,4,0,51228
2,4,5,0,67554
2,4,6,0,75008
2,4,7,0,68846
2,4,8,0,79937
2,4,9,0,97259
2,4,10,0,114830
2,4,11,0,99953
2,4,12,0,82824
2,4,13,0,87678
2,4,14,0,59769
2,4,15,0,34214
2,4,16,0,23649
2,4,17,0,18047
2,4,18,0,20045
2,4,19,0,0
1,5,1,0,34760
1,5,2,0,44057
1,5,3,1,49859
1,5,4,0,61079
1,5,5,0,76022
1,5,6,0,78891
1,5,7,0,72974
1,5,8,0,86417
1,5,9,0,103294
1,5,10,1,116223
1,5,11,2,99313
1,5,12,1,83586
1,5,13,1,85166
1,5,14,3,57197
1,5,15,2,35981
1,5,16,1,25232
1,5,17,0,15393
1,5,18,0,15681
1,5,19,0,0
2,5,1,0,31078
2,5,2,0,38333
2,5,3,0,42276
2,5,4,0,51228
2,5,5,0,67554
2,5,6,0,75008
2,5,7,0,68846
2,5,8,0,79937
2,5,9,0,97259
2,5,10,0,114830
2,5,11,1,99953
2,5,12,0,82824
2,5,13,1,87678
2,5,14,0,59769
2,5,15,0,34214
2,5,16,1,23649
2,5,17,1,18047
2,5,18,0,20045
2,5,19,0,0
1,6,1,0,34760
1,6,2,0,44057
1,6,3,0,49859
1,6,4,0,61079
1,6,5,0,76022
1,6,6,0,78891
1,6,7,0,72974
1,6,8,0,86417
1,6,9,1,103294
1,6,10,0,116223
1,6,11,0,99313
1,6,12,2,83586
1,6,13,3,85166
1,6,14,0,57197
1,6,15,0,35981
1,6,16,0,25232
1,6,17,0,15393
1,6,18,0,15681
1,6,19,0,0
2,6,1,0,31078
2,6,2,0,38333
2,6,3,0,42276
2,6,4,0,51228
2,6,5,0,67554
2,6,6,0,75008
2,6,7,0,68846
2,6,8,0,79937
2,6,9,0,97259
2,6,10,0,114830
2,6,11,1,99953
2,6,12,0,82824
2,6,13,1,87678
2,6,14,0,59769
2,6,15,1,34214
2,6,16,0,23649
2,6,17,0,18047
2,6,18,0,20045
2,6,19,0,0
1,7,1,0,34760
1,7,2,0,44057
1,7,3,0,49859
1,7,4,0,61079
1,7,5,0,76022
1,7,6,0,78891
1,7,7,0,72974
1,7,8,0,86417
1,7,9,0,103294
1,7,10,0,116223
1,7,11,0,99313
1,7,12,0,83586
1,7,13,0,85166
1,7,14,0,57197
1,7,15,0,35981
1,7,16,0,25232
1,7,17,0,15393
1,7,18,0,15681
1,7,19,0,0
2,7,1,0,31078
2,7,2,0,38333
2,7,3,0,42276
2,7,4,0,51228
2,7,5,0,67554
2,7,6,0,75008
2,7,7,0,68846
2,7,8,0,79937
2,7,9,0,97259
2,7,10,0,114830
2,7,11,0,99953
2,7,12,0,82824
2,7,13,1,87678
2,7,14,0,59769
2,7,15,1,34214
2,7,16,0,23649
2,7,17,1,18047
2,7,18,0,20045
2,7,19,0,0
1,8,1,0,34760
1,8,2,0,44057
1,8,3,0,49859
1,8,4,0,61079
1,8,5,0,76022
1,8,6,0,78891
1,8,7,1,72974
1,8,8,0,86417
1,8,9,0,103294
1,8,10,0,116223
1,8,11,0,99313
1,8,12,1,83586
1,8,13,0,85166
1,8,14,2,57197
1,8,15,0,35981
1,8,16,0,25232
1,8,17,0,15393
1,8,18,0,15681
1,8,19,0,0
2,8,1,0,31078
2,8,2,0,38333
2,8,3,0,42276
2,8,4,0,51228
2,8,5,0,67554
2,8,6,1,75008
2,8,7,0,68846
2,8,8,0,79937
