1,1,1,48,244826
1,1,2,28,263395
1,1,3,35,254092
1,1,4,38,262570
1,1,5,49,288297
1,1,6,81,245282
1,1,7,105,211334
1,1,8,147,195270
1,1,9,285,184839
1,1,10,606,193061
1,1,11,1374,206919
1,1,12,2451,200700
1,1,13,3119,173855
1,1,14,3148,135053
1,1,15,2243,85676
1,1,16,1359,52624
1,1,17,736,30079
1,1,18,586,22289
1,1,19,0,0
2,1,1,43,236746
2,1,2,29,257646
2,1,3,26,248981
2,1,4,40,256693
2,1,5,59,292224
2,1,6,134,263215
2,1,7,261,239488
2,1,8,406,229049
2,1,9,625,223858
2,1,10,974,233046
2,1,11,1479,249611
2,1,12,1965,244467
2,1,13,2203,219242
2,1,14,2312,173438
2,1,15,1726,116898
2,1,16,1288,78992
2,1,17,901,53858
2,1,18,918,56903
2,1,19,0,0
1,2,1,48,244826
1,2,2,28,263395
1,2,3,35,254092
1,2,4,38,262570
1,2,5,49,288297
1,2,6,77,245282
1,2,7,101,211334
1,2,8,144,195270
1,2,9,283,184839
1,2,10,599,193061
1,2,11,1372,206919
1,2,12,2446,200700
1,2,13,3116,173855
1,2,14,3146,135053
1,2,15,2242,85676
1,2,16,1356,52624
1,2,17,736,30079
1,2,18,586,22289
1,2,19,0,0
2,2,1,43,236746
2,2,2,29,257646
2,2,3,26,248981
2,2,4,39,256693
2,2,5,58,292224
2,2,6,127,263215
2,2,7,260,239488
2,2,8,404,229049
2,2,9,622,223858
2,2,10,971,233046
2,2,11,1473,249611
2,2,12,1962,244467
2,2,13,2201,219242
2,2,14,2310,173438
2,2,15,1720,116898
2,2,16,1285,78992
2,2,17,898,53858
2,2,18,917,56903
2,2,19,0,0
1,3,1,0,244826
1,3,2,0,263395
1,3,3,0,254092
1,3,4,0,262570
1,3,5,0,288297
1,3,6,0,245282
1,3,7,1,211334
1,3,8,0,195270
1,3,9,0,184839
1,3,10,0,193061
1,3,11,0,206919
1,3,12,0,200700
1,3,13,1,173855
1,3,14,1,135053
1,3,15,0,85676
1,3,16,0,52624
1,3,17,0,30079
1,3,18,0,22289
1,3,19,0,0
2,3,1,0,236746
2,3,2,0,257646
2,3,3,0,248981
2,3,4,0,256693
2,3,5,0,292224
2,3,6,0,263215
2,3,7,0,239488
2,3,8,0,229049
2,3,9,0,223858
2,3,10,0,233046
2,3,11,1,249611
2,3,12,0,244467
2,3,13,1,219242
2,3,14,2,173438
2,3,15,0,116898
2,3,16,1,78992
2,3,17,0,53858
2,3,18,0,56903
2,3,19,0,0
1,4,1,0,244826
1,4,2,0,263395
1,4,3,0,254092
1,4,4,0,262570
1,4,5,0,288297
1,4,6,0,245282
1,4,7,2,211334
1,4,8,0,195270
1,4,9,3,184839
1,4,10,5,193061
1,4,11,10,206919
1,4,12,16,200700
1,4,13,19,173855
1,4,14,10,135053
1,4,15,5,85676
1,4,16,6,52624
1,4,17,0,30079
1,4,18,0,22289
1,4,19,0,0
2,4,1,0,236746
2,4,2,0,257646
2,4,3,0,248981
2,4,4,0,256693
2,4,5,0,292224
2,4,6,0,263215
2,4,7,1,239488
2,4,8,0,229049
2,4,9,1,223858
2,4,10,0,233046
2,4,11,0,249611
2,4,12,2,244467
2,4,13,2,219242
2,4,14,3,173438
2,4,15,2,116898
2,4,16,2,78992
2,4,17,1,53858
2,4,18,0,56903
2,4,19,0,0
1,5,1,0,244826
1,5,2,0,263395
1,5,3,0,254092
1,5,4,0,262570
1,5,5,0,288297
1,5,6,0,245282
1,5,7,0,211334
1,5,8,0,195270
1,5,9,1,184839
1,5,10,3,193061
1,5,11,8,206919
1,5,12,7,200700
1,5,13,7,173855
1,5,14,1,135053
1,5,15,5,85676
1,5,16,1,52624
1,5,17,0,30079
1,5,18,2,22289
1,5,19,0,0
2,5,1,0,236746
2,5,2,0,257646
2,5,3,0,248981
2,5,4,0,256693
2,5,5,0,292224
2,5,6,0,263215
2,5,7,1,239488
2,5,8,1,229049
2,5,9,1,223858
2,5,10,0,233046
2,5,11,2,249611
2,5,12,1,244467
2,5,13,1,219242
2,5,14,2,173438
2,5,15,1,116898
2,5,16,1,78992
2,5,17,0,53858
2,5,18,0,56903
2,5,19,0,0
1,6,1,0,244826
1,6,2,0,263395
1,6,3,0,254092
1,6,4,0,262570
1,6,5,0,288297
1,6,6,0,245282
1,6,7,0,211334
1,6,8,0,195270
1,6,9,0,184839
1,6,10,1,193061
1,6,11,2,206919
1,6,12,0,200700
1,6,13,6,173855
1,6,14,2,135053
1,6,15,1,85676
1,6,16,0,52624
1,6,17,0,30079
1,6,18,2,22289
1,6,19,0,0
2,6,1,0,236746
2,6,2,0,257646
2,6,3,0,248981
2,6,4,0,256693
2,6,5,0,292224
2,6,6,0,263215
2,6,7,0,239488
2,6,8,0,229049
2,6,9,0,223858
2,6,10,0,233046
2,6,11,1,249611
2,6,12,2,244467
2,6,13,3,219242
2,6,14,1,173438
2,6,15,0,116898
2,6,16,1,78992
2,6,17,1,53858
2,6,18,2,56903
2,6,19,0,0
1,7,1,0,244826
1,7,2,0,263395
1,7,3,0,254092
1,7,4,0,262570
1,7,5,0,288297
1,7,6,0,245282
1,7,7,0,211334
1,7,8,0,195270
1,7,9,1,184839
1,7,10,3,193061
1,7,11,4,206919
1,7,12,10,200700
1,7,13,10,173855
1,7,14,7,135053
1,7,15,8,85676
1,7,16,2,52624
1,7,17,2,30079
1,7,18,0,22289
1,7,19,0,0
2,7,1,0,236746
2,7,2,0,257646
2,7,3,0,248981
2,7,4,0,256693
2,7,5,0,292224
2,7,6,0,263215
2,7,7,0,239488
2,7,8,0,229049
2,7,9,0,223858
2,7,10,1,233046
2,7,11,5,249611
2,7,12,2,244467
2,7,13,0,219242
2,7,14,2,173438
2,7,15,1,116898
2,7,16,0,78992
2,7,17,1,53858
2,7,18,0,56903
2,7,19,0,0
1,8,1,0,244826
1,8,2,0,263395
1,8,3,0,254092
1,8,4,0,262570
1,8,5,0,288297
1,8,6,0,245282
1,8,7,0,211334
1,8,8,1,195270
1,8,9,2,184839
1,8,10,2,193061
1,8,11,5,206919
1,8,12,5,200700
1,8,13,7,173855
1,8,14,9,135053
1,8,15,1,85676
1,8,16,1,52624
1,8,17,3,30079
1,8,18,0,22289
1,8,19,0,0
2,8,1,0,236746
2,8,2,0,257646
2,8,3,0,248981
2,8,4,0,256693
2,8,5,0,292224
2,8,6,0,263215
2,8,7,1,239488
2,8,8,1,229049
2,8,9,1,223858
2,8,10,0,233046
2,8,11,4,249611
2,8,12,2,244467
2,8,13,2,219242
2,8,14,2,173438
2,8,15,2,116898
2,8,16,1,78992
2,8,17,0,53858
2,8,18,1,56903
2,8,19,0,0
1,9,1,0,244826
1,9,2,0,263395
1,9,3,0,254092
1,9,4,0,262570
1,9,5,0,288297
1,9,6,0,245282
1,9,7,0,211334
1,9,8,0,195270
1,9,9,2,184839
1,9,10,1,193061
1,9,11,5,206919
1,9,12,2,200700
1,9,13,4,173855
1,9,14,5,135053
1,9,15,5,85676
1,9,16,1,52624
1,9,17,0,30079
1,9,18,0,22289
1,9,19,0,0
2,9,1,0,236746
2,9,2,0,257646
2,9,3,0,248981
2,9,4,0,256693
2,9,5,0,292224
2,9,6,0,263215
2,9,7,0,239488
2,9,8,0,229049
2,9,9,0,223858
2,9,10,0,233046
2,9,11,1,249611
2,9,12,2,244467
2,9,13,4,219242
2,9,14,1,173438
2,9,15,0,116898
2,9,16,1,78992
2,9,17,0,53858
2,9,18,0,56903
2,9,19,0,0
1,10,1,0,244826
1,10,2,0,263395
1,10,3,0,254092
1,10,4,0,262570
1,10,5,0,288297
1,10,6,0,245282
1,10,7,2,211334
1,10,8,1,195270
1,10,9,3,184839
1,10,10,2,193061
1,10,11,3,206919
1,10,12,1,200700
1,10,13,1,173855
1,10,14,3,135053
1,10,15,2,85676
1,10,16,2,52624
1,10,17,2,30079
1,10,18,0,22289
1,10,19,0,0
2,10,1,0,236746
2,10,2,0,257646
2,10,3,0,248981
2,10,4,0,256693
2,10,5,0,292224
2,10,6,0,263215
2,10,7,3,239488
2,10,8,2,229049
2,10,9,0,223858
2,10,10,3,233046
2,10,11,3,249611
2,10,12,0,244467
2,10,13,2,219242
2,10,14,5,173438
2,10,15,1,116898
2,10,16,3,78992
2,10,17,3,53858
2,10,18,0,56903
2,10,19,0,0
1,11,1,0,244826
1,11,2,0,263395
1,11,3,0,254092
1,11,4,0,262570
1,11,5,0,288297
1,11,6,0,245282
1,11,7,0,211334
1,11,8,0,195270
1,11,9,0,184839
1,11,10,0,193061
1,11,11,0,206919
1,11,12,2,200700
1,11,13,0,173855
1,11,14,2,135053
1,11,15,0,85676
1,11,16,1,52624
1,11,17,0,30079
1,11,18,0,22289
1,11,19,0,0
2,11,1,0,236746
2,11,2,0,257646
2,11,3,1,248981
2,11,4,0,256693
2,11,5,0,292224
2,11,6,0,263215
2,11,7,0,239488
2,11,8,0,229049
2,11,9,1,223858
2,11,10,0,233046
2,11,11,1,249611
2,11,12,0,244467
2,11,13,2,219242
2,11,14,1,173438
2,11,15,4,116898
2,11,16,1,78992
2,11,17,1,53858
2,11,18,0,56903
2,11,19,0,0
1,12,1,0,244826
1,12,2,0,263395
1,12,3,0,254092
1,12,4,0,262570
1,12,5,0,288297
1,12,6,0,245282
1,12,7,0,211334
1,12,8,0,195270
1,12,9,0,184839
1,12,10,0,193061
1,12,11,0,206919
1,12,12,2,200700
1,12,13,0,173855
1,12,14,0,135053
1,12,15,0,85676
1,12,16,0,52624
1,12,17,0,30079
1,12,18,0,22289
1,12,19,0,0
2,12,1,0,236746
2,12,2,0,257646
2,12,3,0,248981
2,12,4,0,256693
2,12,5,0,292224
2,12,6,0,263215
2,12,7,0,239488
2,12,8,0,229049
2,12,9,0,223858
2,12,10,0,233046
2,12,11,1,249611
2,12,12,0,244467
2,12,13,2,219242
2,12,14,0,173438
2,12,15,4,116898
2,12,16,0,78992
2,12,17,1,53858
2,12,18,0,56903
2,12,19,0,0
1,13,1,0,244826
1,13,2,0,263395
1,13,3,0,254092
1,13,4,0,262570
1,13,5,0,288297
1,13,6,0,245282
1,13,7,0,211334
1,13,8,0,195270
1,13,9,0,184839
1,13,10,0,193061
1,13,11,0,206919
1,13,12,0,200700
1,13,13,0,173855
1,13,14,0,135053
1,13,15,0,85676
1,13,16,0,52624
1,13,17,0,30079
