1,1,1,4,35736
1,1,2,6,40740
1,1,3,9,41483
1,1,4,14,41429
1,1,5,15,43596
1,1,6,16,44409
1,1,7,14,42771
1,1,8,37,42738
1,1,9,50,45375
1,1,10,73,46675
1,1,11,161,44237
1,1,12,235,38217
1,1,13,320,28936
1,1,14,408,27677
1,1,15,406,19817
1,1,16,353,14737
1,1,17,205,8780
1,1,18,206,7706
1,1,19,0,0
2,1,1,6,36909
2,1,2,2,37778
2,1,3,7,37963
2,1,4,9,39294
2,1,5,25,39122
2,1,6,23,44210
2,1,7,39,44352
2,1,8,110,47237
2,1,9,146,50473
2,1,10,224,51674
2,1,11,251,44635
2,1,12,305,40722
2,1,13,334,38209
2,1,14,328,33550
2,1,15,304,26748
2,1,16,252,22044
2,1,17,185,17865
2,1,18,192,14720
2,1,19,0,0
1,2,1,4,35736
1,2,2,6,40740
1,2,3,9,41483
1,2,4,14,41429
1,2,5,15,43596
1,2,6,16,44409
1,2,7,14,42771
1,2,8,37,42738
1,2,9,50,45375
1,2,10,73,46675
1,2,11,161,44237
1,2,12,232,38217
1,2,13,320,28936
1,2,14,405,27677
1,2,15,405,19817
1,2,16,352,14737
1,2,17,205,8780
1,2,18,206,7706
1,2,19,0,0
2,2,1,6,36909
2,2,2,2,37778
2,2,3,7,37963
2,2,4,9,39294
2,2,5,25,39122
2,2,6,23,44210
2,2,7,39,44352
2,2,8,109,47237
2,2,9,146,50473
2,2,10,224,51674
2,2,11,251,44635
2,2,12,305,40722
2,2,13,333,38209
2,2,14,328,33550
2,2,15,304,26748
2,2,16,252,22044
2,2,17,185,17865
2,2,18,192,14720
2,2,19,0,0
1,3,1,0,35736
1,3,2,0,40740
1,3,3,0,41483
1,3,4,0,41429
1,3,5,0,43596
1,3,6,0,44409
1,3,7,0,42771
1,3,8,0,42738
1,3,9,0,45375
1,3,10,0,46675
1,3,11,1,44237
1,3,12,0,38217
1,3,13,1,28936
1,3,14,1,27677
1,3,15,0,19817
1,3,16,0,14737
1,3,17,0,8780
1,3,18,0,7706
1,3,19,0,0
2,3,1,0,36909
2,3,2,0,37778
2,3,3,0,37963
2,3,4,0,39294
2,3,5,0,39122
2,3,6,0,44210
2,3,7,0,44352
2,3,8,0,47237
2,3,9,0,50473
2,3,10,0,51674
2,3,11,0,44635
2,3,12,0,40722
2,3,13,0,38209
2,3,14,0,33550
2,3,15,0,26748
2,3,16,0,22044
2,3,17,0,17865
2,3,18,0,14720
2,3,19,0,0
1,4,1,0,35736
1,4,2,0,40740
1,4,3,0,41483
1,4,4,0,41429
1,4,5,0,43596
1,4,6,0,44409
1,4,7,0,42771
1,4,8,0,42738
1,4,9,0,45375
1,4,10,0,46675
1,4,11,1,44237
1,4,12,1,38217
1,4,13,1,28936
1,4,14,0,27677
1,4,15,0,19817
1,4,16,0,14737
1,4,17,0,8780
1,4,18,0,7706
1,4,19,0,0
2,4,1,0,36909
2,4,2,0,37778
2,4,3,0,37963
2,4,4,0,39294
2,4,5,0,39122
2,4,6,0,44210
2,4,7,0,44352
2,4,8,0,47237
2,4,9,0,50473
2,4,10,0,51674
2,4,11,0,44635
2,4,12,0,40722
2,4,13,0,38209
2,4,14,0,33550
2,4,15,0,26748
2,4,16,0,22044
2,4,17,0,17865
2,4,18,0,14720
2,4,19,0,0
1,5,1,0,35736
1,5,2,0,40740
1,5,3,0,41483
1,5,4,0,41429
1,5,5,0,43596
1,5,6,0,44409
1,5,7,0,42771
1,5,8,0,42738
1,5,9,0,45375
1,5,10,0,46675
1,5,11,0,44237
1,5,12,1,38217
1,5,13,3,28936
1,5,14,1,27677
1,5,15,0,19817
1,5,16,2,14737
1,5,17,3,8780
1,5,18,1,7706
1,5,19,0,0
2,5,1,0,36909
2,5,2,0,37778
2,5,3,0,37963
2,5,4,0,39294
2,5,5,1,39122
2,5,6,0,44210
2,5,7,0,44352
2,5,8,1,47237
2,5,9,0,50473
2,5,10,2,51674
2,5,11,2,44635
2,5,12,3,40722
2,5,13,1,38209
2,5,14,2,33550
2,5,15,2,26748
2,5,16,0,22044
2,5,17,1,17865
2,5,18,0,14720
2,5,19,0,0
1,6,1,0,35736
1,6,2,0,40740
1,6,3,0,41483
1,6,4,0,41429
1,6,5,0,43596
1,6,6,0,44409
1,6,7,0,42771
1,6,8,0,42738
1,6,9,0,45375
1,6,10,0,46675
1,6,11,0,44237
1,6,12,0,38217
1,6,13,0,28936
1,6,14,0,27677
1,6,15,0,19817
1,6,16,0,14737
1,6,17,0,8780
1,6,18,0,7706
1,6,19,0,0
2,6,1,0,36909
2,6,2,0,37778
2,6,3,0,37963
2,6,4,0,39294
2,6,5,0,39122
2,6,6,0,44210
2,6,7,0,44352
2,6,8,0,47237
2,6,9,0,50473
2,6,10,0,51674
2,6,11,0,44635
2,6,12,0,40722
2,6,13,0,38209
2,6,14,0,33550
2,6,15,1,26748
2,6,16,0,22044
2,6,17,0,17865
2,6,18,0,14720
2,6,19,0,0
1,7,1,0,35736
1,7,2,0,40740
1,7,3,0,41483
1,7,4,0,41429
1,7,5,0,43596
1,7,6,0,44409
1,7,7,0,42771
1,7,8,0,42738
1,7,9,0,45375
1,7,10,0,46675
1,7,11,0,44237
1,7,12,0,38217
1,7,13,2,28936
1,7,14,0,27677
1,7,15,0,19817
1,7,16,0,14737
1,7,17,0,8780
1,7,18,1,7706
1,7,19,0,0
2,7,1,0,36909
2,7,2,0,37778
2,7,3,0,37963
2,7,4,0,39294
